vehicle1.identifier,vehicle1.trajectory,vehicle2.identifier,vehicle2.trajectory,vehicle3.identifier,vehicle3.trajectory,vehicle4.identifier,vehicle4.trajectory,vehicle5.identifier,vehicle5.trajectory,distractors.butterfly_level,distractors.bird_level,distractors.far_moving_vegetation,distractors.close_moving_vegetation,occultants.solid_level,occultants.semi_transparent_level,capture.illumination_level,capture.global_light_change_level,capture.local_light_change_level,capture.heat_haze_level,capture.humidity_level,capture.fog_level,signal_quality.force_balance,signal_quality.luminance_mean,signal_quality.luminance_dev,signal_quality.chrominance_U_mean,signal_quality.chrominance_U_dev,signal_quality.chrominance_V_mean,signal_quality.chrominance_V_dev,signal_quality.blur_level,signal_quality.static_noise_level,signal_quality.dynamic_noise_level,signal_quality.frame_instability,signal_quality.line_instability,signal_quality.compression_artefact_level,label_(0_if_usable_and_1_if_not)
3,7,12,2,8,1,9,5,5,6,0.434399,0.00055791,0.996968,0.0272071,0.815252,0.323175,0.524471,0.0924455,0.619025,0,0,0,0,94.945,23.0109,127.963,9.48785,116.045,28.1677,0,0,0.627408,0,0,0,1
11,3,2,7,13,7,3,3,2,1,0.201357,0.140481,0.350602,0.475397,0.154234,0.0568519,0.897055,0.121661,0.303276,0,0,0,0,119.28,40.5288,117.998,7.53793,132.888,6.2817,0,0,0,0,0,0,0
4,7,9,0,5,0,2,4,13,0,0.314578,0.0941816,0.0412792,0.965163,0.779415,0.0980477,0.639424,0.782892,0.0989014,0,0,0,0,90.8438,26.0201,118.048,30.5299,143.217,25.9284,0,0,0,0,0,0,0
7,2,15,6,11,5,14,2,12,1,0.223144,0.0678537,0.714657,0.687891,0.956535,0.11075,0.934329,0.0429997,0.0836291,0.0655677,0,0,0,168.33,57.7905,130.413,31.2858,117.017,17.4643,0,0,0,0,0,0,0
8,2,10,1,3,7,3,5,8,4,0.252505,0.064057,0.775557,0.188267,0.21048,0.336193,0.220553,0.320755,0.327931,0,0,0,0,102.149,42.1759,136.963,14.5031,114.065,24.5561,0,0,0,0,0,0,0
15,7,6,1,0,4,2,4,15,3,0.179187,0.0527504,0.402762,0.854322,0.651504,0.685825,0.686752,0.44195,0.0404126,0,0,0,0,159.475,7.06389,120.446,25.5586,138.579,1.69239,0,0,0,0,0,0,0
5,2,13,3,0,1,12,4,1,6,0.0842872,0.399898,0.804799,0.856531,0.377602,0.735037,0.801804,0.887437,0.034917,0,0,0,1,113.328,72.0172,115.574,12.6259,131.605,25.849,0,0,0,0.542276,0,0,0
9,5,7,2,11,1,15,7,11,6,0.0963298,0.499954,0.966035,0.625381,0.224529,0.41733,0.740387,0.104902,0.343245,0,0,0,0,86.8182,0.638522,122.279,17.0215,143.329,20.747,0,0,0,0,0,0,0
7,4,3,7,3,0,1,1,4,7,0.399886,0.206972,0.706967,0.963111,0.817011,0.498984,0.921757,0.663122,0.620658,0.344067,0,0,0,99.3723,24.4241,114.325,24.9157,136.957,11.9078,0,0,0,0,0,0,0
1,7,14,7,1,4,10,7,15,4,0.114614,0.00650884,0.2644,0.0653219,0.730643,0.561334,0.478787,0.188534,0.0192113,0,0,0,0,137.759,26.3853,140.122,30.7304,115.429,10.0706,0,0,0,0,0,0,0
2,6,0,5,11,7,9,2,13,2,0.136283,0.136382,0.450493,0.640414,0.284758,0.87645,0.51367,0.00595293,0.00669448,0,0,0,0,132.771,45.3015,121.287,20.2596,141.338,5.89622,0,0,0,0,0,0.64629,1
6,5,10,3,1,1,6,1,2,6,0.0436668,0.00239183,0.867376,0.977843,0.912783,0.0778112,0.523245,0.041474,0.45127,0,0,0,0,102.299,8.84417,135.298,24.9166,120.407,31.1309,0,0,0,0,0,0,0
13,2,14,2,12,1,8,1,15,5,0.138446,0.00305087,0.552771,0.0387183,0.191159,0.426114,0.534349,0.0131904,0.748502,0,0,0,0,133.856,25.486,142.49,20.899,127.853,17.3507,0,0,0,0,0,0,0
10,6,10,5,9,3,3,1,12,5,0.370036,0.15091,0.0592321,0.714947,0.648232,0.926334,0.564036,0.180891,0.128307,0,0,0,1,95.8099,77.8553,118.595,19.4761,124.678,4.63273,0,0,0,0,0,0,0
11,3,7,0,3,7,0,6,13,7,0.248181,0.312291,0.0959724,0.929845,0.0700053,0.0695793,0.998359,0.268007,0.187718,0.333253,0,0,0,170.482,16.3838,133.008,11.0318,132.988,15.1097,0,0,0,0,0,0,0
0,2,1,1,14,5,13,3,2,2,0.159718,0.204687,0.228868,0.248587,0.0723731,0.268807,0.806263,0.100701,0.0100457,0,0,0,0,173.589,64.3885,128.065,11.6261,133.111,23.8867,0,0,0,0,0,0,0
4,3,6,0,13,0,6,7,11,0,0.187675,0.257805,0.323468,0.314729,0.55946,0.0875327,0.755937,0.303304,0.686373,0,0,0,0,95.4186,42.106,136.879,1.01241,133.426,23.348,0,0,0,0,0,0,0
3,5,2,7,0,3,8,3,10,6,0.178478,0.0120096,0.508044,0.361562,0.244478,0.95086,0.212556,0.258042,0.103741,0,0,0,0,134.342,81.1187,139.311,9.90101,123.626,23.8528,0,0,0,0,0,0,0
11,6,4,6,7,0,11,6,11,1,0.12556,0.0114553,0.572247,0.890675,0.361348,0.871727,0.885677,0.0327563,0.839235,0,0,0,0,93.8592,50.6372,127.461,7.86325,133.554,1.99234,0,0,0,0,0,0,0
11,3,3,6,15,6,7,6,7,5,0.0991202,0.206665,0.981667,0.492569,0.250505,0.0255772,0.570452,0.229718,0.279486,0,0,0.662268,0,119.936,34.0006,137.741,10.2167,115.661,11.1274,0,0,0,0,0,0,0
4,3,0,0,2,1,7,4,15,0,0.0193029,0.0228701,0.934856,0.793781,0.56344,0.160199,0.547627,0.178059,0.20072,0,0,0,0,153.993,75.046,129.913,10.7163,136.588,8.52528,0,0,0,0,0,0.785818,1
15,1,0,2,1,6,0,1,12,6,0.057441,0.317722,0.281915,0.158918,0.910629,0.72081,0.706093,0.650177,0.00866438,0,0,0,0,155.902,21.0349,141.855,22.4843,134.004,10.1331,0,0,0,0,0,0,0
10,4,4,7,12,0,14,1,6,0,0.587368,0.0052337,0.96809,0.0699255,0.461076,0.510959,0.996114,0.644047,0.00271724,0.124644,0,0,0,170.131,11.753,113.821,18.3159,142.209,18.5934,0.715053,0,0,0,0,0,1
6,0,3,1,7,3,9,1,7,6,0.0539869,0.19692,0.396681,0.051873,0.0446486,0.415396,0.822331,0.0851075,0.881459,0,0,0,0,102.737,11.0742,137.362,26.5079,136.407,20.0113,0.69997,0,0,0,0.474304,0,1
6,3,1,6,13,3,10,5,12,0,0.0720239,0.0616475,0.288048,0.424674,0.0443109,0.642086,0.501729,0.00303662,0.217516,0,0,0,0,86.2607,48.9364,136.157,3.05766,120.364,13.3664,0,0,0,0,0,0,0
12,2,13,6,6,1,14,4,15,1,0.348292,0.0754123,0.0895837,0.868077,0.498833,0.122781,0.759199,0.48949,0.487929,0,0,0,0,145.927,8.90363,128.412,0.450357,128.315,27.3134,0,0,0,0,0,0,0
14,4,4,0,10,3,9,0,6,1,0.520737,0.00862712,0.562817,0.725777,0.210475,0.866547,0.657329,0.260547,0.48255,0,0,0,0,172.307,15.9669,132.77,19.1535,120.017,12.2568,0,0,0,0,0,0,0
5,0,0,0,2,3,3,6,15,7,0.343725,0.109038,0.710686,0.911389,0.370516,0.0484202,0.700689,0.589133,0.473678,0,0,0,0,89.6963,24.599,114.12,14.7226,142.416,9.26808,0,0,0,0,0,0,0
14,0,9,6,0,4,9,6,5,3,0.333951,0.0281083,0.0802013,0.397299,0.59894,0.21686,0.840678,0.0125694,0.0155629,0,0,0,0,151.615,11.0524,112.835,13.4414,133.132,28.2256,0,0,0,0.0367691,0,0,0
1,2,14,5,4,5,11,0,10,4,0.621223,0.0338234,0.261158,0.108975,0.488023,0.256567,0.544083,0.0142637,0.423588,0,0,0,0,92.3236,69.9464,115.67,2.85605,115.367,23.8817,0,0.506636,0.853085,0,0,0,1
14,2,10,0,7,5,12,5,6,0,0.5558,0.144214,0.938124,0.693512,0.163174,0.334705,0.766359,0.29375,0.209305,0,0,0,0,157.296,44.7907,136.572,5.13287,117.319,24.7101,0,0,0,0,0,0,0
9,6,10,5,9,2,13,1,0,2,0.773589,0.10116,0.707867,0.766039,0.607258,0.204349,0.40886,0.00973335,0.299478,0,0,0,0,156.596,94.7513,131.873,4.96115,121.275,24.0729,0,0,0,0,0,0,0
13,2,10,5,1,5,3,6,11,6,0.155622,0.00106738,0.388395,0.532263,0.159077,0.444499,0.190039,0.105716,0.160599,0,0,0,0,133.279,38.4445,139.522,7.4532,143.677,10.6923,0,0,0,0,0,0,0
11,5,11,5,4,0,14,3,6,6,0.236732,0.0709889,0.0817387,0.556231,0.382039,0.546063,0.556484,0.254052,0.485335,0,0,0,0,114.939,13.8421,130.279,9.30874,114.396,3.18541,0,0,0,0.925893,0,0.852392,1
9,7,4,0,1,1,0,0,10,7,0.566763,0.00176851,0.49888,0.113364,0.281936,0.630381,0.820884,0.0877045,0.24467,0,0,0,0,82.7824,39.9329,130.051,30.0699,142.779,29.4597,0,0,0,0,0,0,0
2,2,12,1,6,7,6,7,10,5,0.105439,0.0105595,0.392587,0.227165,0.810982,0.736868,0.559172,0.24965,0.012968,0,0,0,0,124.559,26.481,123.081,11.9154,120.137,30.6187,0,0,0,0,0,0,0
4,3,4,4,10,2,8,4,1,1,0.623564,0.106717,0.891745,0.0120269,0.802257,0.521143,0.923282,0.0911364,0.176722,0.267218,0,0,0,80.8598,91.783,136.123,26.0146,118.304,4.95677,0,0,0,0,0,0,0
11,7,0,4,5,1,11,3,9,5,0.345116,0.176353,0.856961,0.0314924,0.232956,0.579014,0.979396,0.314912,0.663351,0.754343,0,0,0,91.7888,55.2338,116.099,2.59296,112.863,5.01249,0,0,0,0.86942,0,0,0
5,4,8,1,11,1,8,2,3,5,0.0173269,0.601169,0.491531,0.679467,0.310125,0.199778,0.359355,0.275539,0.000294497,0,0,0,0,82.5309,18.1282,129.116,28.318,138.577,13.2546,0,0,0,0,0,0,0
11,1,0,6,3,4,3,5,12,6,0.878454,0.029429,0.454408,0.574989,0.0852422,0.394679,0.796683,0.48908,0.682949,0,0,0,0,148.243,65.6096,128.931,26.9527,124.021,3.08025,0,0,0,0,0,0,0
14,6,7,4,3,3,15,1,3,4,0.168621,0.232572,0.74352,0.403673,0.227694,0.232199,0.773026,0.00840601,0.55247,0,0,0,0,156.241,8.2381,119.235,2.19562,142.88,14.5284,0.096912,0,0,0,0,0,1
13,7,12,3,10,1,14,2,8,7,0.0323298,0.191019,0.607562,0.498414,0.498977,0.824994,0.601897,0.088858,0.150491,0,0,0,0,116.275,21.5698,114.703,31.6368,128.355,3.00942,0,0,0,0,0,0,0
1,4,9,3,11,6,0,4,0,6,0.144716,0.207354,0.315341,0.232232,0.655871,0.447883,0.521856,0.143908,0.271792,0,0,0,0,156.327,84.9852,131.096,30.7845,131.284,15.9939,0,0.42041,0,0,0,0,0
8,3,9,6,15,5,14,1,5,1,0.532459,0.162581,0.0163717,0.873915,0.606997,0.592114,0.322479,0.515164,0.016116,0,0,0,0,92.1307,23.8988,114.739,16.6885,128.966,14.905,0,0,0,0,0,0,0
5,1,7,5,7,6,14,4,4,5,0.470246,0.106663,0.125809,0.161762,0.534133,0.315707,0.585681,0.633579,0.0881672,0,0,0,0,122.777,63.1693,115.009,28.6472,131.138,26.6312,0,0,0,0,0,0,0
13,5,9,5,3,2,11,3,13,5,0.10671,0.108852,0.101295,0.0427317,0.120698,0.995731,0.951875,0.261797,0.407685,0.00903025,0,0,0,90.5027,6.45904,134.986,23.9511,125.833,22.2756,0,0,0,0,0,0,0
15,2,8,5,9,4,4,0,14,3,0.408251,0.101182,0.237345,0.116704,0.811601,0.95149,0.769167,0.181118,0.0485833,0,0,0,0,127.549,62.2163,132.174,29.5519,127.041,18.9147,0,0,0,0,0,0,0
2,6,12,1,8,7,11,1,15,3,0.0821544,0.24086,0.00191562,0.15143,0.841066,0.641118,0.893729,0.638444,0.0591492,0,0,0,0,138.549,84.1873,130.157,1.12828,112.309,12.1726,0,0,0,0,0,0,0
6,5,13,0,13,7,2,5,14,7,0.211655,0.40587,0.0179416,0.984154,0.837951,0.544569,0.356232,0.694774,0.341826,0,0,0,0,87.5491,86.6464,128.972,27.4193,113.213,30.9252,0.245885,0,0,0,0.845107,0.541629,1
3,6,3,1,4,2,9,6,5,1,0.022534,0.0290308,0.215848,0.196087,0.246463,0.612679,0.992814,0.191495,0.313016,0.432665,0,0,0,149.364,74.9327,135.085,6.06687,130.237,15.5932,0,0,0,0,0,0,0
7,3,2,1,4,5,6,5,8,4,0.034293,0.063367,0.224385,0.729088,0.749236,0.438372,0.899987,0.0455942,0.0255379,0,0,0,0,97.5781,61.5383,126.216,3.75387,128.043,7.54898,0,0,0,0,0,0,0
9,3,12,2,10,3,12,3,9,5,0.130034,0.23934,0.0251298,0.239277,0.179693,0.367125,0.384239,0.390039,0.117573,0,0,0,0,129.159,81.3675,141.531,23.2245,139.189,11.2166,0,0,0,0,0.722896,0,0
3,3,10,3,11,3,12,0,10,6,0.0789113,0.37351,0.260618,0.514399,0.00948471,0.719156,0.417423,0.00355655,0.361816,0,0,0,0,112.481,12.0219,143.931,5.59597,126.999,27.7215,0,0,0,0,0,0,0
8,1,4,7,2,3,10,0,13,2,0.680919,0.000163041,0.647461,0.234215,0.0943954,0.206084,0.82355,0.163821,0.00767499,0,0,0,0,106.293,49.3811,112.104,27.892,139.078,1.82935,0,0,0,0,0,0,0
15,4,10,4,3,6,6,4,9,0,0.113484,0.00375351,0.476707,0.535267,0.864982,0.597688,0.787236,0.0364002,0.600549,0,0,0,0,175.755,62.1594,133.841,13.7533,124.018,8.13584,0,0,0,0,0,0,0
5,3,11,7,11,0,7,4,0,1,0.441701,0.524857,0.706472,0.771432,0.301842,0.0287633,0.679192,0.437468,0.0564991,0,0,0,0,116.906,4.77814,121.999,12.9679,116.443,4.50788,0,0,0,0,0,0,0
9,7,1,6,14,0,12,3,6,6,0.222034,0.0681429,0.981617,0.322969,0.690728,0.588943,0.984035,0.0499041,0.448743,0.0160995,0,0,0,102.127,60.5174,140.676,31.2544,121.992,2.54047,0,0,0,0,0,0,0
15,0,13,2,6,7,6,3,0,2,0.0343566,0.0187685,0.367723,0.467523,0.886402,0.597467,0.608616,0.134616,0.38923,0,0,0,0,164.361,34.7766,117.332,0.329711,133.478,2.02662,0,0,0,0,0,0,0
14,6,8,1,9,5,6,5,3,0,0.167384,0.31063,0.248609,0.420139,0.862535,0.374267,0.912645,0.779352,0.000415413,0.261799,0,0,0,115.7,79.5511,136.932,5.33044,116.327,1.78437,0,0,0,0,0,0,0
11,6,2,3,13,4,8,0,1,5,0.570328,0.024878,0.402788,0.529124,0.21971,0.869321,0.925961,0.36322,0.0910501,0.170413,0,0,0,132.21,69.0072,115.921,6.39197,138.574,3.89753,0,0,0,0,0,0,0
0,7,14,6,1,2,2,0,8,4,0.207967,0.017785,0.602275,0.13863,0.658726,0.531322,0.657484,0.374527,0.274727,0,0,0,0,138.049,24.4107,127.359,24.0198,140.383,26.3128,0,0,0,0,0,0,0
15,5,2,1,14,1,15,2,10,0,0.0750769,0.0661252,0.214347,0.951204,0.36179,0.285806,0.703869,0.435249,0.579297,0,0,0,0,82.7026,2.07791,120.877,29.6898,115.246,9.07249,0,0,0,0,0,0,0
9,2,0,2,3,3,9,6,11,7,0.322606,0.000999095,0.939654,0.497989,0.526046,0.339808,0.963251,0.18735,0.144253,0.300934,0,0,1,148.978,35.6416,137.802,15.4788,124.88,18.3591,0,0,0.601813,0,0,0,1
8,6,9,5,4,5,0,2,12,5,0.18954,0.087454,0.0161225,0.873923,0.0884177,0.500181,0.788558,0.143231,0.0489806,0,0,0,0,161.687,44.4906,131.072,20.3431,116.944,14.1296,0,0,0,0,0,0,0
7,4,1,2,6,6,7,1,8,0,0.770402,0.00774769,0.851954,0.751442,0.0169208,0.841393,0.134625,0.0984716,0.657941,0,0,0,0,160.204,56.7956,125.467,19.0635,129.039,13.9577,0.136661,0,0,0,0,0,1
4,4,9,5,15,6,7,0,10,1,0.104878,0.283688,0.402414,0.0236833,0.612848,0.513206,0.755826,0.00481759,0.582698,0,0,0,0,119.048,36.0544,138.299,27.8154,121.341,11.3323,0,0,0,0,0,0,0
11,3,11,2,14,2,1,4,3,7,0.293703,0.0543368,0.211942,0.160997,0.873405,0.0796431,0.432342,0.325524,0.346259,0,0,0,0,172.77,55.5916,134.207,24.8113,143.177,28.1803,0,0,0,0,0,0,0
5,2,4,5,14,2,0,4,1,7,0.340122,0.018152,0.904024,0.10206,0.0357083,0.0245629,0.407701,0.663801,0.858822,0,0,0,0,104.46,15.4069,133.042,17.024,114.552,19.7563,0,0,0,0,0,0,0
6,6,4,6,12,7,14,0,8,4,0.283887,0.2382,0.428889,0.736406,0.546549,0.732662,0.756018,0.325827,0.172394,0,0,0,0,91.9383,21.0106,130.725,8.23084,124.975,0.7204,0,0,0,0,0,0,0
5,5,12,5,6,5,15,3,7,4,0.0140493,0.000337079,0.825529,0.340518,0.733032,0.9256,0.791636,0.104094,0.798937,0,0,0,0,98.3356,42.2508,117.766,24.9994,138.147,30.9654,0,0,0,0,0,0,0
6,3,4,1,3,1,7,7,7,3,0.107472,0.32536,0.0021246,0.784208,0.423138,0.0608686,0.659202,0.0673892,0.45284,0,0,0,0,107.337,69.0585,112.606,9.40382,122.641,18.5599,0,0,0,0,0.0149593,0,0
10,5,1,4,4,0,14,2,3,6,0.0102851,0.0471896,0.0241018,0.380543,0.243701,0.593002,0.693585,0.004917,0.373025,0,0,0,0,165.569,5.44776,142.27,24.5615,136.915,1.86568,0,0,0,0,0,0,0
2,4,6,2,14,1,3,7,4,7,0.0980041,0.126633,0.649268,0.616989,0.507919,0.725903,0.984935,0.208749,0.334163,0.292463,0,0,0,160.488,79.7447,124.541,29.796,141.892,0.798439,0,0.967368,0,0,0,0,0
15,5,8,3,1,4,2,0,14,3,0.351183,0.0464997,0.79662,0.148162,0.133355,0.539921,0.816016,0.134978,0.0122646,0,0,0,0,91.9005,2.89908,135.716,31.6017,122.092,5.73719,0.401738,0,0,0,0,0,1
9,6,2,7,14,0,12,7,11,4,0.211177,0.0288007,0.792401,0.946447,0.300494,0.801714,0.683501,0.0147386,0.182819,0,0,0,0,149.13,10.3154,125.765,26.406,115.948,21.859,0,0,0.501615,0,0,0,0
13,7,1,5,10,5,8,1,5,7,0.00960067,0.015676,0.942124,0.800677,0.408623,0.935615,0.0913395,0.143544,0.0490203,0,0,0,0,139.473,65.1807,136.864,30.9984,137.508,23.043,0,0,0,0,0,0,0
2,1,7,7,15,6,7,1,2,1,0.342575,0.167522,0.616874,0.0634476,0.994527,0.531237,0.819634,0.29557,0.0110699,0,0,0,0,147.413,1.04666,141.387,19.0796,114.889,9.70605,0,0,0,0,0.640514,0,0
14,1,5,4,1,7,13,0,2,1,0.215709,0.294079,0.00973419,0.58595,0.994086,0.540198,0.83843,0.231473,0.0825348,0,0,0,1,84.255,67.4048,137.454,19.3314,114.568,20.2628,0,0,0,0,0.0276755,0,0
14,0,8,5,6,4,5,7,7,7,0.255829,0.0518728,0.642657,0.279897,0.599554,0.863996,0.385735,0.000120547,0.623061,0,0,0,0,166.765,28.9346,127.352,21.1439,113.654,5.06757,0,0,0,0,0,0,0
12,4,6,7,3,2,5,1,10,2,0.0152895,0.148414,0.89293,0.993814,0.621205,0.377337,0.969951,0.190813,0.0787981,0.243527,0,0,0,110.363,67.901,123.671,22.4803,112.035,17.7438,0,0,0,0,0,0,0
2,0,0,7,12,2,0,7,6,2,0.000812418,0.0285439,0.142256,0.296323,0.867552,0.178709,0.949826,0.054352,0.0871753,0.142171,0,0,0,153.222,93.4715,120.133,10.2399,129.039,29.029,0,0,0,0.88512,0,0,0
10,5,10,2,12,1,11,0,5,1,0.124717,0.319589,0.923161,0.378555,0.0253965,0.389352,0.650303,0.30645,0.967675,0,0,0,1,115.932,16.8783,139.084,15.2537,128.863,10.5542,0,0,0,0,0,0,1
14,1,15,4,12,6,9,6,9,5,0.156645,0.18444,0.226324,0.833534,0.449487,0.038911,0.828017,0.176039,0.586744,0,0,0,0,126.527,73.4115,142.58,25.3161,134.015,15.0164,0,0,0,0,0,0,0
1,1,14,0,4,4,1,4,2,1,0.0307432,0.547349,0.234983,0.332962,0.526886,0.855694,0.765915,0.150628,0.288149,0,0,0,0,165.436,41.9432,128.998,30.0934,122.599,12.5901,0,0,0,0,0.246808,0,0
6,4,5,6,4,1,10,0,14,3,0.336123,0.0252173,0.42167,0.359722,0.403368,0.889697,0.758451,0.280527,0.258361,0,0,0,0,106.821,22.5199,117.821,13.4639,126.908,21.8486,0,0.907555,0,0,0,0,0
14,2,10,1,8,0,12,6,10,0,0.0969311,0.0274964,0.687875,0.343318,0.428015,0.219379,0.88623,0.10449,0.38306,0,0,0,0,160.604,54.2154,116.056,31.1257,130.851,24.9196,0,0,0,0,0,0,0
6,6,9,2,2,1,14,7,9,0,0.673715,0.0106058,0.288384,0.345482,0.411702,0.837577,0.484942,0.268706,0.178628,0,0,0,0,136.061,35.559,116.1,21.1995,134.939,14.8384,0,0,0,0.666336,0,0,0
6,7,2,1,3,5,14,6,1,6,0.0271873,0.0381859,0.741048,0.16948,0.208633,0.531207,0.722893,0.182062,0.00145546,0,0,0,0,99.6043,95.4784,137.784,5.54064,133.948,7.57791,0,0,0,0,0,0,0
15,3,7,5,1,7,14,4,10,3,0.256462,0.230266,0.376325,0.735403,0.663392,0.0857232,0.820424,0.232326,0.877563,0,0,0,0,141.334,56.0007,130.636,12.8429,140.122,19.5576,0,0,0,0,0,0,0
2,6,12,0,14,7,2,1,1,2,0.857833,0.220397,0.0735306,0.924701,0.437042,0.352336,0.336753,0.120512,0.203341,0,0,0,0,170.138,45.4221,118.003,15.9274,128.66,14.0106,0,0.862262,0,0,0,0,0
15,4,15,3,15,0,4,4,3,0,0.0727552,0.241226,0.0741262,0.797529,0.724607,0.662664,0.67537,0.00378504,0.426703,0,0,0,0,119.317,59.2469,143.117,22.5588,115.842,27.7973,0,0.0578172,0,0,0,0,0
8,7,15,5,13,6,2,6,12,0,0.18006,0.0149082,0.0331216,0.0478707,0.714044,0.650694,0.705721,0.407762,0.00160927,0,0,0,0,170.643,25.1515,113.34,26.7594,134.014,25.9046,0,0,0,0,0,0,0
11,7,14,4,3,2,15,6,12,2,0.394913,0.0330558,0.217632,0.215129,0.80916,0.512268,0.230705,0.176318,0.287051,0,0,0,0,168.114,19.7718,123.654,21.6147,140.442,22.259,0,0,0,0,0,0,0
3,5,8,3,4,2,15,1,4,2,0.138526,0.0561477,0.338697,0.0891891,0.850488,0.34701,0.693505,0.0722152,0.0992122,0,0,0,0,153.825,9.47558,138.443,26.3519,132.889,10.0901,0,0,0,0,0,0,0
13,4,9,6,7,2,0,6,13,6,0.0133889,0.0617755,0.730645,0.585764,0.861576,0.454436,0.494103,0.0169288,0.0924911,0,0,0,0,83.8925,31.3018,120.885,0.495465,141.113,31.2038,0,0,0,0,0,0,0
5,0,15,1,6,4,6,0,0,6,0.13379,0.185454,0.76416,0.93883,0.202526,0.184414,0.306939,0.484653,0.131392,0,0,0,0,127.288,32.6808,122.863,29.5795,133.202,2.07104,0,0,0,0,0,0,0
2,4,5,1,11,3,3,3,9,3,0.471737,0.0379102,0.577185,0.569532,0.731013,0.88837,0.866367,0.215998,0.058324,0,0,0,1,140.999,30.7429,130.448,25.6341,118.458,12.4297,0,0,0,0,0,0,0
3,2,2,0,8,3,10,0,10,6,0.367636,0.00160224,0.88996,0.919846,0.263014,0.948726,0.877979,0.335151,0.00339549,0,0,0,0,155.149,92.0547,121.675,26.2969,137.47,15.3779,0,0,0,0,0,0,0
9,2,14,6,13,2,11,5,8,6,0.303822,0.0226807,0.706569,0.109547,0.597269,0.305027,0.869146,0.067086,0.247322,0,0,0,0,164.334,32.4063,134.375,1.79495,120.954,26.1302,0,0,0,0.747556,0,0,0
1,1,0,4,9,1,13,5,0,5,0.391305,0.00281433,0.801622,0.191449,0.00950212,0.332287,0.487038,0.0327177,0.568806,0,0,0,0,118,73.1183,112.986,29.0631,117.926,10.4918,0,0,0.632548,0,0,0,1
11,3,10,2,7,4,9,5,14,1,0.326292,0.13006,0.253677,0.920999,0.921731,0.294894,0.467442,0.283666,0.0183402,0,0,0,0,157.928,12.9134,141.49,0.993915,140.929,12.1744,0,0,0,0,0.388789,0,0
3,6,6,1,11,1,10,7,8,4,0.57097,0.016677,0.574071,0.00478959,0.349297,0.820408,0.859721,0.232167,0.278032,0,0,0,0,168.985,41.7697,131.979,29.3912,114.987,12.0386,0,0,0,0,0,0,0
15,1,5,4,10,6,1,4,9,6,0.13809,0.0040791,0.792003,0.0761818,0.245229,0.109792,0.535968,0.284896,0.300339,0,0,0,0,138.537,72.5448,117.229,26.6058,119.256,11.6588,0,0,0,0,0,0,0
3,5,8,0,4,3,12,6,2,7,0.0971765,0.0418602,0.841034,0.415038,0.104241,0.911253,0.51527,0.388446,0.872361,0,0,0,0,142.639,85.8668,119.45,27.6459,118.653,6.19759,0,0,0,0,0,0,0
9,7,15,4,1,2,9,1,8,0,0.0346749,0.146716,0.484177,0.13281,0.187246,0.992543,0.528154,0.132231,0.19919,0,0,0,0,101.844,4.05586,120.882,5.31161,114.679,13.8555,0,0,0,0,0.27209,0,0
7,2,2,5,13,1,1,4,8,1,0.570462,0.371058,0.685726,0.251266,0.482706,0.16342,0.867507,0.213763,0.39616,0,0,0,0,107.572,42.8471,126.455,31.7327,124.599,11.438,0,0,0,0,0,0,0
2,4,15,5,7,3,2,7,15,4,0.0112984,0.0500327,0.166316,0.241529,0.607022,0.497934,0.422724,0.0751026,0.00831392,0,0,0,0,169.917,95.5113,117.985,24.2655,130.68,10.979,0,0,0,0,0,0,0
0,5,14,0,6,0,7,6,3,5,0.023916,0.0315898,0.591858,0.282606,0.708348,0.237894,0.275583,0.0131578,0.0642822,0,0,0,0,144.355,79.4393,116.214,28.4929,133.437,23.9922,0,0,0,0,0,0,0
0,5,5,7,2,5,2,3,4,3,0.393275,0.176783,0.371261,0.235575,0.422067,0.592588,0.377633,0.185623,0.0618694,0,0,0,0,94.8371,18.9739,118.94,25.4884,128.226,22.927,0,0,0,0,0,0,0
8,2,2,5,12,0,7,7,5,6,0.558964,0.285849,0.744887,0.247682,0.45722,0.187577,0.383515,0.23585,0.186525,0,0,0,0,93.8749,36.2895,130.614,9.60127,140.026,9.20907,0,0,0,0,0,0,0
11,5,11,7,10,1,14,2,5,6,0.617453,0.421979,0.577203,0.601449,0.400179,0.575417,0.941737,0.372774,0.306341,0.04168,0,0,0,99.846,59.5037,137.028,9.3487,140.972,29.9855,0.440264,0,0,0,0.806802,0,1
6,1,11,4,6,4,15,1,13,3,0.266713,0.490967,0.938511,0.193265,0.894734,0.0876255,0.554832,0.44536,0.0458235,0,0,0,0,162.612,26.9834,134.033,24.7751,138.072,23.6319,0,0.634113,0,0,0,0,0
14,1,14,6,4,0,6,4,2,1,0.0767926,0.0855267,0.410599,0.118674,0.909985,0.327168,0.549806,0.0817826,0.0692294,0,0,0.748921,0,86.3138,60.5356,116.947,24.7261,113.717,11.3588,0,0,0,0,0,0,0
5,0,8,2,13,4,1,5,15,5,0.110813,0.344799,0.101762,0.557277,0.408348,0.523452,0.634659,0.114024,0.746535,0,0,0,0,117.173,50.5956,139.857,23.2623,128.235,15.1088,0,0,0,0,0,0,0
5,4,12,3,10,2,9,3,13,1,0.258407,0.117369,0.267357,0.308985,0.637524,0.881161,0.916435,0.351104,0.00261064,0.0768546,0,0,0,170.71,4.3466,124.553,19.5401,135.202,3.77859,0,0,0,0,0,0,0
